 0.435060E-02 -.371515E-01 0.175874E-02
 -.942707E-01 0.348410E+00 0.211452E+00
 -.196715E+00 -.205905E-01 0.535616E+00
 -.189817E-01 -.230247E-01 0.192453E+00
 0.264351E+00 -.410437E+00 0.488429E+00
 -.629101E-01 -.521179E+00 0.159170E+00
 0.134555E-01 -.559104E+00 -.855705E-01
 0.378713E+00 -.444397E+00 -.752615E+00
 0.171437E+00 -.584533E+00 -.105485E+01
 0.652608E+00 -.500339E+00 -.925960E+00
 0.102079E+01 -.342653E+00 -.817230E+00
 0.165904E+01 -.603061E+00 -.703821E+00
 0.138859E+01 -.872389E+00 -.128896E+01
 0.112072E+01 -.564011E+00 -.128851E+01
 0.922648E+00 -.706896E+00 -.942443E+00
 0.100177E+01 -.101815E+01 -.105892E+01
 0.139668E+01 -.928699E+00 -.110704E+01
 0.162555E+01 -.907260E+00 -.693208E+00
 0.129629E+01 -.696018E+00 -.432739E+00
 0.114586E+01 -.657247E+00 -.654341E+00
 0.126109E+01 -.866315E+00 -.489294E+00
 0.158914E+01 -.796135E+00 -.951705E+00
 0.162668E+01 -.101226E+01 -.108654E+01
 0.159103E+01 -.110459E+01 -.555748E+00
 0.194945E+01 -.874098E+00 -.387043E+00
 0.225467E+01 -.620181E+00 -.285575E+00
 0.236326E+01 -.640287E+00 -.183987E+00
 0.273355E+01 -.907224E+00 0.116034E+00
 0.222061E+01 -.607697E+00 0.651824E-01
 0.212360E+01 -.222764E+00 0.181426E+00
 0.231054E+01 -.635732E+00 0.310894E+00
 0.213272E+01 -.251473E+00 0.507340E+00
 0.260429E+01 -.811681E+00 0.666350E+00
 0.259706E+01 -.808116E+00 0.538043E+00
 0.272744E+01 -.860883E+00 0.761459E+00
 0.309571E+01 -.921079E+00 0.110758E+01
 0.345354E+01 -.117387E+01 0.106149E+01
 0.398222E+01 -.944042E+00 0.902134E+00
 0.450265E+00 0.821963E+00 0.408555E+00
 0.778813E+00 0.533743E+00 0.115654E+00
 0.114650E+01 0.491978E+00 -.363619E+00
 0.481126E+00 0.441194E+00 -.297475E+00
 0.670718E+00 0.515558E+00 -.397401E+00
 0.887064E+00 0.557014E+00 -.177279E+00
 0.668824E+00 0.709398E+00 0.312047E-01
 0.676212E+00 0.859578E+00 -.241701E+00
 0.111076E+01 0.846840E+00 -.403590E+00
 0.141416E+01 0.414042E+00 -.484108E+00
 0.118573E+01 -.315358E+00 -.342802E+00
 0.147625E+01 -.181548E+00 -.594697E+00
 0.166712E+01 -.381523E+00 -.335437E+00
 0.212407E+01 -.329138E+00 -.600861E+00
 0.166635E+01 -.763945E+00 -.670694E+00
 0.156459E+01 -.432932E+00 -.889133E+00
 0.140003E+01 -.486243E+00 -.149311E+01
 0.160114E+01 -.948199E+00 -.127404E+01
 0.161721E+01 -.110511E+01 -.104039E+01
 0.139600E+01 -.806989E+00 -.587634E+00
 0.102133E+01 -.788245E+00 -.437980E+00
 0.133071E+01 -.127787E+01 -.812519E+00
 0.164198E+01 -.115422E+01 -.724851E+00
 0.210210E+01 -.110376E+01 -.448712E+00
 0.239130E+01 -.147200E+01 -.661132E+00
 0.249756E+01 -.136671E+01 -.106928E+01
 0.258371E+01 -.103624E+01 -.771667E+00
 0.225460E+01 -.667475E+00 -.760166E+00
 0.240971E+01 -.101448E+01 -.418024E+00
 0.212197E+01 -.699616E+00 -.170839E+00
 0.183722E+01 -.712920E+00 0.121281E+00
 0.192474E+01 -.946633E+00 0.373827E+00
 0.209310E+01 -.116154E+01 0.477762E+00
 0.194386E+01 -.158394E+01 0.551692E+00
 0.244066E+01 -.144489E+01 0.717466E+00
 0.287979E+01 -.141590E+01 0.531952E+00
 0.299260E+01 -.103103E+01 0.906858E+00
 0.355355E+01 -.926028E+00 0.561638E+00
 0.105633E+01 0.355400E+00 0.387861E+00
 0.668590E+00 0.841886E+00 0.433468E+00
 0.535342E+00 0.534633E+00 -.164674E+00
 0.693496E+00 0.331476E+00 -.154858E+00
 0.985954E+00 0.205073E+00 0.115778E+00
 0.101660E+01 0.214167E+00 -.395535E+00
 0.121700E+01 0.495101E+00 -.848040E+00
 0.127067E+01 0.839913E+00 -.848410E+00
 0.168313E+01 0.291373E+00 -.107710E+01
 0.158647E+01 0.339836E+00 -.803431E+00
 0.198185E+01 0.478372E+00 -.461837E+00
 0.194478E+01 0.171225E+00 -.459352E+00
 0.197543E+01 -.232904E+00 -.285306E+00
 0.169275E+01 -.426481E+00 -.789045E+00
 0.197518E+01 -.586194E+00 -.653303E+00
 0.192784E+01 -.815448E+00 -.929924E+00
 0.166539E+01 -.919161E+00 -.641522E+00
 0.148344E+01 -.747456E+00 -.105612E+01
 0.139069E+01 -.881453E+00 -.124412E+01
 0.107330E+01 -.112322E+01 -.128877E+01
 0.875267E+00 -.150308E+01 -.143227E+01
 0.657119E+00 -.193388E+01 -.116597E+01
 0.100216E+01 -.147747E+01 -.118865E+01
 0.117727E+01 -.201140E+01 -.104488E+01
 0.181431E+01 -.179235E+01 -.974781E+00
 0.188994E+01 -.146444E+01 -.117877E+01
 0.227022E+01 -.153476E+01 -.104970E+01
 0.254494E+01 -.156376E+01 -.912233E+00
 0.244345E+01 -.141015E+01 -.871722E+00
 0.286966E+01 -.171226E+01 -.674834E+00
 0.311787E+01 -.144121E+01 -.988596E-01
 0.312605E+01 -.128427E+01 0.261292E+00
 0.314067E+01 -.133922E+01 0.352751E+00
 0.326223E+01 -.115171E+01 0.101593E+01
 0.342133E+01 -.132920E+01 0.741995E+00
 0.348719E+01 -.112994E+01 0.799627E+00
 0.314669E+01 -.102660E+01 0.126388E+01
 0.359424E+01 -.902819E+00 0.145697E+01
 -.203514E-01 0.266512E+00 -.351282E+00
 0.232371E+00 0.429025E+00 -.477274E-01
 0.914898E+00 0.146830E+00 0.119252E+00
 0.827363E+00 -.111956E+00 0.485386E+00
 0.105440E+01 -.307080E+00 0.877266E+00
